,Entity Name,Entity Type,has_co,has_digit_num,has_city_list2,comma,other_punc,word_count,encoded_langs
4426,"Sosnicki, Krzysztof Robert",Person,0,0,0,True,False,3,12
4427,Edmundas Margevičius,Person,0,0,0,False,False,2,12
4428,Udo Schimmelpfennig,Person,0,0,0,False,False,2,12
4429,Andrea Elisabeth Margarethe Maria von Liel,Person,0,0,0,False,False,6,12
4430,"Boushvash, Yousef Jafar",Person,0,0,0,True,False,3,12
4431,"Soley Pérez, Diana María",Person,0,0,0,True,False,4,12
4432,"Bissouta Mabonda, Aloïs Devic",Person,0,0,0,True,False,4,12
4433,"Al Nuaimi, Rashid bin Humaid",Person,0,0,0,True,False,5,12
4434,Abdi Houssein Ahmed,Person,0,0,0,False,False,3,12
4435,Fernando Antonio Sandoval Espinoza,Person,0,0,0,False,False,4,12
4436,"Obou Brio, Jean Marc",Person,0,0,0,True,False,4,12
4437,"Johnson, Marquese",Person,0,0,0,True,False,2,12
4438,Aishah Mohamed Rose,Person,0,0,0,False,False,3,12
4439,"Brooks, Kenneth Anthony",Person,0,0,0,True,False,3,12
4440,"Aranha d'Escragnolle Taunay, Raúl Euclydes",Person,0,0,0,True,True,5,12
4441,"МАТІОС,Марія Василівна",Person,0,0,0,True,False,3,3
4442,جاني إنفانتينو,Person,0,0,0,False,False,2,0
4443,Abd Ghani Ismail,Person,0,0,0,False,False,3,12
4444,"Vallarino Perez, Ricardo",Person,0,0,0,True,False,3,12
4445,박연서,Person,0,0,0,False,False,3,7
4446,海依拉提·阿西克,Person,0,0,0,False,True,7,2
4447,Julie Soloway,Person,0,0,0,False,False,2,12
4448,岩井秀敏,Person,0,0,0,False,False,4,2
4449,أيمن زيادة,Person,0,0,0,False,False,2,0
4450,"БАЛТАБАЕВ,Ерназар Нуржанұлы",Person,0,0,0,True,False,3,3
4451,山口和己,Person,0,0,0,False,False,4,2
4452,Mahamat Bachar Gadaya,Person,0,0,0,False,False,3,12
4453,アスガー・ケメスタリィ,Person,0,0,0,False,True,10,10
4454,"Kouadio, Kouakou Martin",Person,0,0,0,True,False,3,12
4455,"Salim, Nabil Ali Mohammed",Person,0,0,0,True,False,4,12
4456,江義雄,Person,0,0,0,False,False,3,2
4457,جواد حاجی مزدارانی,Person,0,0,0,False,False,3,0
4458,Claudia Ikia Sassou-Nguesso,Person,0,0,0,False,True,4,12
4459,Andrew Powers,Person,0,0,0,False,False,2,12
4460,Peter Louis Sparre Currie,Person,0,0,0,False,False,4,12
4461,"Matuszewska, Bogusława Elżbieta",Person,0,0,0,True,False,3,12
4462,John MacDonald,Person,0,0,0,False,False,2,12
4463,Ryan O'Neill,Person,0,0,0,False,True,2,12
4464,"Tshibang Ntambw, Denis",Person,0,0,0,True,False,3,12
4465,付耀波,Person,0,0,0,False,False,3,2
4466,中満泉,Person,0,0,0,False,False,3,2
4467,"Joshi, Nabindra Raj",Person,0,0,1,True,False,3,12
4468,Wei Yang Ow,Person,0,0,0,False,False,3,12
4469,Hu Zucai,Person,0,0,0,False,False,2,12
4470,김진억,Person,0,0,0,False,False,3,7
4471,"Watt, Gerald Owen A",Person,0,0,0,True,False,4,12
4472,"Matenga, Luciana",Person,0,0,0,True,False,2,12
4473,Halyna Evhenivna Stryzhak,Person,0,0,0,False,False,3,12
4474,巴合加那尔·哈力汗,Person,0,0,0,False,True,8,2
4475,"Smith, Imelda St.Ange",Person,0,0,0,True,True,4,12
4476,"Lubbie, Louisa",Person,0,0,0,True,False,2,12
4477,Daniel Adrián Peña Fernández,Person,0,0,0,False,False,4,12
4478,Yu Cheng Ciou,Person,0,0,0,False,False,3,12
4479,권기범 (범키),Person,1,0,0,False,True,6,7
4480,بنسي ليبرمان,Person,0,0,0,False,False,2,0
4481,"Lindman, Barbro Edith Gunilla",Person,0,0,0,True,False,4,12
4482,後藤淳平,Person,0,0,0,False,False,4,2
4483,ວິໄລ ຫລ້າຄໍາຟອງ,Person,0,0,0,False,False,2,11
4484,侯水娥,Person,0,0,0,False,False,3,2
4485,臼井正彦,Person,0,0,0,False,False,4,2
4486,ෆයිසර් මුස්තාෆා,Person,1,0,0,False,False,2,14
4487,"Hubbard, Al-Quadir",Person,0,0,0,True,True,3,12
4488,"БАСМАНОВ,Глеб Владимирович",Person,0,0,0,True,False,3,3
4489,Albert Lokoru,Person,0,0,0,False,False,2,12
4490,"Nanton, Sceneta",Person,0,0,0,True,False,2,12
4491,"ΑΛΑΜΑΝΟΣ,Ιωάννης Δημητρίου",Person,0,0,0,True,False,3,6
4492,Adenowo Adekunle Azeez,Person,0,0,1,False,False,3,12
4493,Kelsey Pancioni,Person,0,0,0,False,False,2,12
4494,小野田泰,Person,0,0,0,False,False,4,2
4495,심정보,Person,0,0,0,False,False,3,7
4496,Kjersti Helsing,Person,0,0,0,False,False,2,12
4497,"Bauer, Dallas",Person,0,0,1,True,False,2,12
4498,شلدون ادلسون,Person,0,0,0,False,False,2,0
4499,Germain Mutombo Kasongo,Person,0,0,0,False,False,3,12
4500,Mona Al Thawr,Person,0,0,0,False,False,3,12
4501,Arif Wicaksono,Person,0,0,0,False,False,2,12
4502,Master Moiseraele Goya,Person,0,0,0,False,False,3,12
4503,이현주,Person,0,0,0,False,False,3,7
4504,"Ali, Yehia Ag Mohammed",Person,0,0,0,True,False,4,12
4505,松本慶也,Person,0,0,0,False,False,4,2
4506,"Karamzin, Vitaly Yakovich",Person,0,0,0,True,False,3,12
4507,Mykola Volodymyrovych Ilchenko,Person,0,0,0,False,False,3,12
4508,丁磊,Person,0,0,0,False,False,2,2
4509,王学英,Person,0,0,0,False,False,3,2
4510,"Kurnain, Yudi",Person,0,0,0,True,False,2,12
4511,Ben De Prisco,Person,0,0,0,False,False,3,12
4512,Ali Mohammed Kadhem,Person,0,0,0,False,False,3,12
4513,Stéfan Descheemaeker,Person,0,0,0,False,False,2,12
4514,"Baldera Fernández, Jorge Luis",Person,0,0,0,True,False,4,12
4515,"Mangal, Henry",Person,0,0,0,True,False,2,12
4516,Ron Gazit,Person,0,0,0,False,False,2,12
4517,周鋮軍,Person,0,0,0,False,False,3,2
4518,"de Almeida, Cristiano José",Person,0,0,1,True,False,4,12
4519,Salmizal Bin Saleh,Person,0,0,1,False,False,3,12
4520,"Tama, Alexander",Person,0,0,0,True,False,2,12
4521,"Saïbou, Ali",Person,0,0,0,True,False,2,12
4522,Sarah Pillay,Person,0,0,0,False,False,2,12
4523,川本源司郎,Person,0,0,0,False,False,5,2
4524,Jannik Schmidt,Person,0,0,0,False,False,2,12
4525,Claudia Lissete Mejía López,Person,0,0,0,False,False,4,12
4526,Gregory Isenor,Person,0,0,0,False,False,2,12
4527,"Suparman, Ricky",Person,0,0,0,True,False,2,12
4528,"Cha, Suk Man",Person,0,0,0,True,False,3,12
4529,Kirrily Munyard,Person,0,0,0,False,False,2,12
4530,خالد بن عبد العزيز الفالح,Person,0,0,0,False,False,5,0
4531,"ΝΕΟΦΥΤΟΥ,Εύη",Person,0,0,0,True,False,2,6
4532,Benjamin L Klein,Person,0,0,0,False,False,3,12
4533,"Dual, Simon Gatewech",Person,0,0,0,True,False,3,12
4534,司高成,Person,0,0,0,False,False,3,2
4535,"Mendes de Carvalho, André Gaspar",Person,0,0,0,True,False,5,12
4536,HOWARD LUTNICK,Person,0,0,0,False,False,2,12
4537,"Drozdov, Georgiy Yevgenyevich",Person,0,0,0,True,False,3,12
4538,DAVID JAMES MOFFAT,Person,0,0,0,False,False,3,12
4539,哈德尔别克·哈木扎,Person,0,0,0,False,True,8,2
4540,Eva Margareta Wahlström,Person,0,0,0,False,False,3,12
4541,Kalpana Praja,Person,0,0,0,False,False,2,12
4542,Philip E. C. Schädler,Person,0,0,0,False,True,5,12
4543,孙聪,Person,0,0,0,False,False,2,2
4544,"Rameez, Ahmed",Person,0,0,0,True,False,2,12
4545,David Payne,Person,0,0,0,False,False,2,12
4546,Jacob Shuma,Person,0,0,0,False,False,2,12
4547,"Martis, Eugène H. J.",Person,0,0,0,True,True,5,12
4548,KangHee Rhee,Person,0,0,0,False,False,2,12
4549,Josep Garrallà Rossell,Person,0,0,1,False,False,3,12
4550,"Butt, Khawaja Akbar",Person,0,0,0,True,False,3,12
4551,Rebecca Macdonald,Person,0,0,0,False,False,2,12
4552,"Cosme, Raul",Person,0,0,0,True,False,2,12
4553,Leslie Jaques,Person,0,0,0,False,False,2,12
4554,"Alik, Alik J",Person,0,0,0,True,False,3,12
4555,"El Jari, El Mostapha",Person,0,0,0,True,False,4,12
4556,Peter J Olson,Person,0,0,0,False,False,3,12
4557,"Zeković, Ljiljana",Person,0,0,0,True,False,2,12
4558,"Webster, Richard Scott",Person,0,0,0,True,False,3,12
4559,Ali Ahmed Al Muhareb,Person,0,0,0,False,False,4,12
4560,Shawn Brent Christian,Person,0,0,0,False,False,3,12
4561,"Tupuai, Bruno",Person,0,0,0,True,False,2,12
4562,"Wais, Elmi Obsieh",Person,0,0,0,True,False,3,12
4563,Jason Lee,Person,0,0,0,False,False,2,12
4564,"Kautoke, Busby",Person,0,0,0,True,False,2,12
4565,Gustavo José Flores Rojo,Person,0,0,1,False,False,4,12
4566,"Jankovic, Mileva",Person,0,0,0,True,False,2,12
4567,DIEGO AMILCAR VALENZUELA PERALTA,Person,0,0,0,False,False,4,12
4568,"Semedo Batalha, António Pedro",Person,0,0,0,True,False,4,12
4569,李建华,Person,0,0,0,False,False,3,2
4570,Marc Ladreit de Lacharriere,Person,0,0,0,False,False,4,12
4571,Héctor Reyes-Retana y Dahl,Person,0,0,0,False,True,5,12
4572,Hedley Twidle,Person,0,0,0,False,False,2,12
4573,Andrew W. Mathias,Person,0,0,0,False,True,3,12
4574,溝口善兵衛,Person,0,0,0,False,False,5,2
4575,Boon Chye Ong,Person,1,0,0,False,False,3,12
4576,"Danilov, Alexandru Ion",Person,0,0,0,True,False,3,12
4577,"Chanthachack, Phoukhong",Person,0,0,0,True,False,2,12
4578,"Tarrado Vives, Enric",Person,0,0,0,True,False,3,12
4579,Marija Puh,Person,0,0,0,False,False,2,12
4580,"CHOE, Chang Pong",Person,0,0,0,True,False,3,12
4581,"SAYIN,Şaban",Person,0,0,0,True,False,2,12
4582,"Crawford, Dale",Person,0,0,0,True,False,2,12
4583,Paal Kibsgaard,Person,0,0,0,False,False,2,12
4584,صالح عبد الله كامل,Person,0,0,0,False,False,4,0
4585,정태수,Person,0,0,0,False,False,3,7
4586,Sung Min Park,Person,0,0,0,False,False,3,12
4587,John J Olson,Person,0,0,0,False,False,3,12
4588,"Gawin, Maciej",Person,0,0,0,True,False,2,12
4589,"PAZOUR,Jindřich",Person,0,0,0,True,False,2,12
4590,"MEHDİYEVA,Nigar İsmayıl qızı",Person,0,0,0,True,False,4,12
4591,"Sonola, Tunji",Person,0,0,0,True,False,2,12
4592,"Nrec, Džini",Person,0,0,0,True,False,2,12
4593,"Krasić, Stjepan",Person,0,0,0,True,False,2,12
4594,Brendan Wong,Person,0,0,0,False,False,2,12
4595,"Korolija, Jovan",Person,0,0,0,True,False,2,12
4596,艾比布拉•伊布拉依木,Person,0,0,0,False,True,9,2
4597,محمـد عمـر عبـد الله،,Person,1,0,0,False,True,4,0
4598,"Kuo, Feng-Hsiang",Person,0,0,0,True,True,3,12
4599,"Abduganiyev, Otabek Abdukhamidovich",Person,0,0,0,True,False,3,12
4600,최덕수,Person,0,0,0,False,False,3,7
4601,"GYŐRFI,Eszter Gizella",Person,0,0,0,True,False,3,12
4602,中井文雄,Person,0,0,0,False,False,4,2
4603,陈学建,Person,0,0,0,False,False,3,2
4604,Katharina Volk,Person,0,0,0,False,False,2,12
4605,Talakan bin Motoson,Person,0,0,0,False,False,3,12
4606,حماده علي محمود,Person,0,0,0,False,False,3,0
4607,卜部宏樹,Person,0,0,0,False,False,4,2
4608,安特莱·维拉,Person,0,0,0,False,True,5,2
4609,이재욱,Person,0,0,0,False,False,3,7
4610,"Tognigban, Étienne",Person,0,0,0,True,False,2,12
4611,Radwan Saeed Sulaiman Al Akhras,Person,0,0,0,False,False,5,12
4612,"Polledo Mesa, Lázaro Leslie",Person,0,0,1,True,False,4,12
4613,Yestine Yuliantina,Person,0,0,0,False,False,2,12
4614,马淑英,Person,0,0,0,False,False,3,2
4615,Slavko Dunjić,Person,0,0,0,False,False,2,12
4616,Myrna Ivette Pierre Dixon,Person,0,0,0,False,False,4,12
4617,"Knez, Darko",Person,0,0,0,True,False,2,12
4618,Mari Bim Amude Alkatiri,Person,0,0,0,False,False,4,12
4619,"Dorji, Kesang Choden",Person,0,0,0,True,False,3,12
4620,Petro Ivanovych Pysarchuk,Person,0,0,0,False,False,3,12
4621,Alina María Salgado Fernández,Person,0,0,0,False,False,4,12
4622,陈学建,Person,0,0,0,False,False,3,2
4623,Arial Sagita bin Suali,Person,0,0,0,False,False,4,12
4624,Gagik Kimi Yeganyan,Person,0,0,0,False,False,3,12
4625,"Mangao, Elna",Person,0,0,0,True,False,2,12
4626,糸本憲正,Person,0,0,0,False,False,4,2
4627,卢伟聪,Person,0,0,0,False,False,3,2
4628,"Sall, Thierno Alassane",Person,0,0,0,True,False,3,12
4629,"Andrushko, Igor Volodimirovich",Person,0,0,0,True,False,3,12
4630,"McDonald, Pheadra Rochell",Person,0,0,0,True,False,3,12
4631,"Masimirembwa, Godwills",Person,0,0,0,True,False,2,12
4632,Kevin Searles,Person,0,0,0,False,False,2,12
4633,"Jeque, Carlos José Maria",Person,0,0,1,True,False,4,12
4634,"Sosa Farías, Isabelino",Person,0,0,0,True,False,3,12
4635,강기섭,Person,0,0,0,False,False,3,7
4636,Jean Luc Andre Joseph Parer,Person,0,0,1,False,False,5,12
4637,"KOVALČÍKOVÁ,Eva",Person,0,0,0,True,False,2,12
4638,Bich Phuc Dat,Person,1,0,0,False,False,3,12
4639,Witten T. Philippo,Person,0,0,0,False,True,3,12
4640,"Helder, Richard Johannes",Person,0,0,0,True,False,3,12
4641,Jose Silva,Person,0,0,1,False,False,2,12
4642,أحمد بن فهد بن سلمان بن عبد العزيز آل سعود,Person,0,0,0,False,False,10,0
4643,"Vicuña Veliz, Ronaldo Alberto",Person,0,0,0,True,False,4,12
4644,Akinari Taniguchi,Person,0,0,0,False,False,2,12
4645,Kentaro Yagihashi,Person,0,0,0,False,False,2,12
4646,Jørgen Elneff Poulsen,Person,0,0,0,False,False,3,12
4647,"Mavuso, Mandla",Person,0,0,0,True,False,2,12
4648,刘勖,Person,0,0,0,False,False,2,2
4649,"Iddi, Kiski Lubyayi",Person,0,0,0,True,False,3,12
4650,Stéphane Grauvogel,Person,0,0,0,False,False,2,12
4651,Patrick Mestrallet,Person,0,0,0,False,False,2,12
4652,"Khachatryan, Rafayel Aleksandr",Person,0,0,0,True,False,3,12
4653,Renee Reichelt,Person,0,0,0,False,False,2,12
4654,Abd Al Gaber Mostafa Fokaha,Person,0,0,0,False,False,5,12
4655,渡辺清隆,Person,0,0,0,False,False,4,2
4656,이윤택,Person,0,0,0,False,False,3,7
4657,"Aritos, Tiwiter H.",Person,0,0,0,True,True,3,12
4658,김동현,Person,0,0,0,False,False,3,7
4659,PAMELA LYN BENTLEY,Person,0,0,0,False,False,3,12
4660,"Mwamuloso, Mustapha",Person,0,0,0,True,False,2,12
4661,Derek MCGOWAN,Person,0,0,0,False,False,2,12
4662,Dan Clawson,Person,0,0,0,False,False,2,12
4663,"Duverger, Jean-Claude",Person,0,0,0,True,True,3,12
4664,"Valabhji, Mukesh",Person,0,0,0,True,False,2,12
4665,"Touré, Faye",Person,0,0,0,True,False,2,12
4666,Mohamed Hamza,Person,0,0,0,False,False,2,12
4667,Susan Anselm Jerome Lyimo,Person,0,0,0,False,False,4,12
4668,Bernard Bududira,Person,0,0,1,False,False,2,12
4669,"РЕПКО,Андрій Володимирович",Person,0,0,0,True,False,3,3
4670,Jin Smith,Person,0,0,0,False,False,2,12
4671,"Tudela Guerreo, Angelray",Person,0,0,0,True,False,3,12
4672,ちばなまさひろ,Person,0,0,0,False,False,7,9
4673,Pimrapat Namwong,Person,0,0,0,False,False,2,12
4674,"Abdul, Ishaq",Person,0,0,0,True,False,2,12
4675,"Awadé, Ingrid Ataféinam",Person,0,0,0,True,False,3,12
4676,송인화,Person,0,0,0,False,False,3,7
4677,Koami Atikpo,Person,0,0,0,False,False,2,12
4678,दिपक प्रकाश भट्ट,Person,0,0,0,False,False,3,4
4679,عبد الرحيم العكور,Person,0,0,0,False,False,3,0
4680,"Karatayev, Ikram Tashpulatovich",Person,0,0,0,True,False,3,12
4681,薛俊东,Person,0,0,0,False,False,3,2
4682,Erlan Luari,Person,0,0,0,False,False,2,12
4683,"Jeannevol, Begitta Lydie Samantha",Person,0,0,0,True,False,4,12
4684,张桂英,Person,0,0,0,False,False,3,2
4685,Bekmurod Moydinzhanovich Davranov,Person,0,0,0,False,False,3,12
4686,अरुणा,Person,1,0,0,False,False,1,4
4687,"Andollo López, Deborah",Person,0,0,0,True,False,3,12
4688,Silvan Munz,Person,0,0,0,False,False,2,12
4689,"Lupton-Christian, Brenda Vera Amelia",Person,0,0,0,True,True,5,12
4690,"Loyant, Bruno",Person,0,0,0,True,False,2,12
4691,أمين بن حسن الناصر,Person,0,0,0,False,False,4,0
4692,Peter Tiwet,Person,0,0,0,False,False,2,12
4693,"Al Zawaydeh, Awwad Mohammed Salman",Person,0,0,0,True,False,5,12
4694,"Bereaux, Stephen",Person,0,0,0,True,False,2,12
4695,"Siyadi, Salman Isa Salman",Person,0,0,0,True,False,4,12
4696,Vital dos Santos,Person,0,0,1,False,False,3,12
4697,Guillaume JABALOT,Person,0,0,0,False,False,2,12
4698,Sri Rahayu,Person,0,0,0,False,False,2,12
4699,安倍寛人,Person,0,0,0,False,False,4,2
4700,Inger Caroline Bierbaum,Person,0,0,0,False,False,3,12
4701,بيوس أوشينغ,Person,0,0,0,False,False,2,0
4702,Mohamed Ali Issa,Person,0,0,0,False,False,3,12
4703,"Vella, Erika",Person,0,0,0,True,False,2,12
4704,"Al Haj, Jaber Abdullah Ghaleb",Person,0,0,0,True,False,5,12
4705,"Melara, Patrick",Person,0,0,0,True,False,2,12
4706,"Shwan, Sabiha Ahmed Mustafa",Person,0,0,0,True,False,4,12
4707,"Jazbec, Milan",Person,0,0,1,True,False,2,12
4708,Helge Lund,Person,0,0,0,False,False,2,12
4709,"Khantumani, Abd Al Nasir Mohammed",Person,0,0,0,True,False,5,12
4710,안병호,Person,0,0,0,False,False,3,7
4711,于丽芳,Person,0,0,0,False,False,3,2
4712,地力夏提·吐尔逊,Person,0,0,0,False,True,7,2
4713,Anahita Ratebzad,Person,0,0,0,False,False,2,12
4714,홍문종,Person,0,0,0,False,False,3,7
4715,"ΦΡΑΓΚΟΥΛΙΔΟΥ,Ελέγκω",Person,0,0,0,True,False,2,6
4716,이민석,Person,0,0,0,False,False,3,7
4717,عبدالقهار,Person,0,0,0,False,False,1,0
4718,François Pujolas,Person,0,0,0,False,False,2,12
4719,"Nyashanu, Mathew",Person,0,0,0,True,False,2,12
4720,"Adam, Guillaume",Person,0,0,0,True,False,2,12
4721,吾斯曼江•阿不都热依木,Person,0,0,0,False,True,10,2
4722,张峰,Person,0,0,0,False,False,2,2
4723,Astamur Mikhaylovich Otyrba,Person,0,0,0,False,False,3,12
4724,"Davis, Donald",Person,0,0,0,True,False,2,12
4725,"Nelson, Moses A.",Person,0,0,0,True,True,3,12
4726,Steve Silon,Person,0,0,0,False,False,2,12
4727,Melissa Mahtani,Person,0,0,0,False,False,2,12
4728,Salem Al-Sabah Al-Salem Al Sabah,Person,0,0,1,False,True,7,12
4729,ستيفين سوي,Person,0,0,0,False,False,2,0
4730,Siham Chellouk,Person,0,0,0,False,False,2,12
4731,"MARIJOŠIUS,Marius",Person,0,0,0,True,False,2,12
4732,Joseph J. Urusemal,Person,0,0,1,False,True,3,12
4733,"Hamilton, Michael",Person,0,0,1,True,False,2,12
4734,Rosie Musoni,Person,0,0,0,False,False,2,12
4735,"Beffre, Lionel",Person,0,0,0,True,False,2,12
4736,Philippe Arnould,Person,0,0,0,False,False,2,12
4737,Manfred Puffer,Person,0,0,0,False,False,2,12
4738,周鋮,Person,0,0,0,False,False,2,2
4739,신종명,Person,0,0,0,False,False,3,7
4740,"ABUBAKAROVA, PETIMAT ABDULKHAMIDOVNA",Person,0,0,0,True,False,3,12
4741,"Edmond-Mariette, Christian",Person,0,0,0,True,True,3,12
4742,"Larrea Cruz, Juan Pablo",Person,0,0,0,True,False,4,12
4743,"Bierge, Louis",Person,0,0,0,True,False,2,12
4744,艾克拜爾·阿不都卡的爾,Person,0,0,0,False,True,10,2
4745,"Yu, Jinxia",Person,0,0,0,True,False,2,12
4746,Балгабай Сабырович Джакиянов,Person,0,0,0,False,False,3,3
4747,مختار بلمختار,Person,0,0,0,False,False,2,0
4748,阿布都克热木·马木提,Person,0,0,0,False,True,9,2
4749,"TUČKUS,Norbertas",Person,0,0,0,True,False,2,12
4750,"Kawambwa, Adam",Person,0,0,0,True,False,2,12
4751,Grigory Gurevich,Person,0,0,0,False,False,2,12
4752,조유정,Person,0,0,0,False,False,3,7
4753,"Albuenain, Khalid Saeed Fadl Rashid",Person,0,0,0,True,False,5,12
4754,"ГОРШКОВ,Александр Сергеевич",Person,0,0,0,True,False,3,3
4755,Felipe Pereira,Person,0,0,1,False,False,2,12
4756,Osman Babadağı,Person,0,0,0,False,False,2,12
4757,"Krifta, Petr",Person,0,0,0,True,False,2,12
4758,叶斌,Person,0,0,0,False,False,2,2
4759,지현미,Person,0,0,0,False,False,3,7
4760,Aabidah Khurshid,Person,0,0,0,False,False,2,12
4761,"García Gómez, Michel Azucena",Person,0,0,0,True,False,4,12
4762,蔡岳勋,Person,0,0,0,False,False,3,2
4763,Hilda Mkandawire,Person,0,0,0,False,False,2,12
4764,黄志祥,Person,0,0,0,False,False,3,2
4765,Pema Drukpa,Person,0,0,0,False,False,2,12
4766,Bénéwendé Stanislas Sankara,Person,0,0,0,False,False,3,12
4767,"Suleiman, Lara Michel",Person,0,0,0,True,False,3,12
4768,Gunnar Hinge,Person,0,0,0,False,False,2,12
4769,Bernadette Essozimna Leguezim-Balouki,Person,0,0,1,False,True,4,12
4770,周森锋,Person,0,0,0,False,False,3,2
4771,Sarah Naidoo,Person,0,0,0,False,False,2,12
4772,池田昌宏,Person,0,0,0,False,False,4,2
4773,"Langat, Paul Kimutai",Person,0,0,0,True,False,3,12
4774,"Hassan, Kutaiba Mohammed",Person,0,0,0,True,False,3,12
4775,Matthias N'Gartéri Mayadi,Person,0,0,0,False,True,3,12
4776,"Nkole, Uko Ndukwe",Person,0,0,0,True,False,3,12
4777,Tudor Carsten,Person,0,0,0,False,False,2,12
4778,بيرني إيكلستون,Person,0,0,0,False,False,2,0
4779,Nicola Jayne Simpson,Person,0,0,0,False,False,3,12
4780,"Ibáñez de Aldecoa Quintana, Cristina",Person,0,0,0,True,False,5,12
4781,"Almakhas, Taleb Mohammed Kulaifikh Tweem",Person,0,0,0,True,False,5,12
4782,Moussa Aoudou,Person,0,0,0,False,False,2,12
4783,Bin Ye,Person,0,0,0,False,False,2,12
4784,前嶋美穂,Person,0,0,0,False,False,4,2
4785,Arthur Francisco Bauch,Person,0,0,0,False,False,3,12
4786,Sarah Koh,Person,0,0,0,False,False,2,12
4787,Maria Smirnov,Person,0,0,0,False,False,2,12
4788,"FENECH,Anġlu",Person,0,0,0,True,False,2,12
4789,热罕古力·塔力甫,Person,0,0,0,False,True,7,2
4790,"Singh, Dhanraj",Person,0,0,0,True,False,2,12
4791,Ashley Coomar Ruhee,Person,0,0,0,False,False,3,12
4792,Lawrence Lual Malong Yor Jr,Person,0,0,0,False,False,5,12
4793,"Lahai, Bernadeth",Person,0,0,1,True,False,2,12
4794,"ԳԱԲՐԻԵԼՅԱՆ,Ֆելիքս",Person,0,0,0,True,False,2,1
4795,Yeow Meng Teh,Person,0,0,0,False,False,3,12
4796,Bei Aixinjueluo,Person,0,0,0,False,False,2,12
4797,"ŘANDA,František",Person,0,0,0,True,False,2,12
4798,Ibrahim Al Salim,Person,0,0,0,False,False,3,12
4799,Mauricio Ortiz Valverde,Person,0,0,0,False,False,3,12
4800,"Pukeiti, Pukeiti",Person,0,0,0,True,False,2,12
4801,Guillermo Guemez Garcia,Person,0,0,0,False,False,3,12
4802,Koestono Koeswoyo,Person,0,0,0,False,False,2,12
4803,Khurshid Mia,Person,0,0,0,False,False,2,12
4804,صالح عبد الله كامل,Person,0,0,0,False,False,4,0
4805,Marit Meinich Myre Aamlid,Person,0,0,0,False,False,4,12
4806,Girum Abbay Teshome,Person,0,0,0,False,False,3,12
4807,藤村達夫,Person,0,0,0,False,False,4,2
4808,එස් ජේ එම් සුදර්ශනගේ,Person,1,0,0,False,False,4,14
4809,Maya Kasandra Soetoro-Ng,Person,0,0,0,False,True,4,12
4810,Eulogio Oyó Riquesa,Person,0,0,0,False,False,3,12
4811,Philippe Blanchi,Person,0,0,0,False,False,2,12
4812,"ZAJĄC,Łukasz Dariusz",Person,0,0,0,True,False,3,12
4813,"El Hadad, Soihirat",Person,0,0,0,True,False,3,12
4814,"Short, Gavin Phillip",Person,0,0,0,True,False,3,12
4815,"Vos, Edgar Joaquin",Person,0,0,0,True,False,3,12
4816,"Picco, Inès",Person,0,0,0,True,False,2,12
4817,Marine Brenier,Person,0,0,0,False,False,2,12
4818,Roy Hudson,Person,0,0,0,False,False,2,12
4819,"Fackeldey, Joseph Aloysius",Person,0,0,1,True,False,3,12
4820,Humphry Leue,Person,0,0,0,False,False,2,12
4821,Zhambyl Mukhtaruly Mallenov,Person,0,0,0,False,False,3,12
4822,윤수호,Person,0,0,0,False,False,3,7
4823,Pong Yong Hwang,Person,0,0,0,False,False,3,12
4824,"Gahungu, Juvénal",Person,0,0,0,True,False,2,12
4825,宇都宮タツ子,Person,0,0,0,False,False,6,2
4826,"Ruud, Elin",Person,0,0,0,True,False,2,12
4827,藤井亮太,Person,0,0,0,False,False,4,2
4828,"Killagane, Yona S.M.",Person,0,0,0,True,True,4,12
4829,"Hosein, Vishan",Person,0,0,0,True,False,2,12
4830,Areej Alhothali,Person,0,0,0,False,False,2,12
4831,"Zelaya Ponce, Marlene",Person,0,0,0,True,False,3,12
4832,Pascal AMBROSI,Person,0,0,0,False,False,2,12
4833,"HAMDAN, Fadel",Person,0,0,0,True,False,2,12
4834,"Kumaranatunga, Jeewan",Person,0,0,0,True,False,2,12
4835,PEDRO DE ANDRADE FARIA,Person,0,0,0,False,False,4,12
4836,"Hanisyan, Artak Mikayel",Person,0,0,0,True,False,3,12
4837,"ABDUSHUKUROV, NAIMDZHON NEGMATDZHONOVICH",Person,0,0,0,True,False,3,12
4838,Kanza Malek,Person,0,0,1,False,False,2,12
4839,Jean-Luc Mélenchon,Person,0,0,0,False,True,3,12
4840,Thomas Green,Person,0,0,0,False,False,2,12
4841,Jorge Lopes Bom Jesus,Person,0,0,0,False,False,4,12
4842,"РЎЗИЕВ,Зафара",Person,0,0,0,True,False,2,3
4843,Atika Shubert,Person,0,0,0,False,False,2,12
4844,"Paiman, Christopher",Person,0,0,0,True,False,2,12
4845,Bakhtiyar Zeydullakhovich Atlukhanov,Person,0,0,0,False,False,3,12
4846,Vrezh Varantsovi Markosyan,Person,0,0,0,False,False,3,12
4847,"Jeong, Jae-won",Person,0,0,0,True,True,3,12
4848,菊池浩史,Person,0,0,0,False,False,4,2
4849,"IVANKOVIĆ LIJANOVIĆ,Jerko",Person,0,0,0,True,False,3,12
4850,جمال عكاشة,Person,0,0,0,False,False,2,0
4851,박칼린,Person,0,0,0,False,False,3,7
4852,周世勤,Person,0,0,0,False,False,3,2
4853,"Colón Gierbolini, Félix R.",Person,0,0,0,True,True,4,12
